Дата и время,ID пользователя,Имя пользователя,Имя,Фамилия,ID чата,Тип чата,Текст комментария,Тег,Уверенность,Объяснение
2025-09-28 12:57:12,125493772,siberian_beast,Илья,Сотников,-1002434063014,supergroup,Минный Кронос я думаю спокойно плато 2к переживет,"Корабли, вопросы",0.85,"Комментарий 'Минный Кронос я думаю спокойно плато 2к переживет' касается корабля 'Минный Кронос' и его способности выдерживать определенные условия ('плато 2к'). Это указывает на обсуждение характеристик или возможностей корабля, что соответствует категории 'Корабли, вопросы'. Уверенность в выборе категории высокая, так как ключевые слова и контекст явно указывают на обсуждение корабля."
2025-09-28 12:57:34,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,Что за плато 2к рейта?,"Общие вопросы, баги",0.8,"Комментарий 'Что за плато 2к рейта?' указывает на вопрос о каком-то аспекте игры, связанном с рейтингом. Это может быть связано с общими вопросами о механике игры или возможной проблемой, если игрок сталкивается с неожиданным поведением рейтинговой системы. Однако, без дополнительного контекста, сложно точно определить, к какой категории это относится, поэтому наиболее подходящей категорией является 'Общие вопросы, баги'."
2025-09-28 12:57:50,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Край деранка.,Не определен,0.3,"Комментарий 'Край деранка' не содержит достаточной информации для точной классификации. Он может относиться к различным аспектам игры, таким как ивенты или общие вопросы, но без контекста невозможно определить конкретную категорию. 'Деранка' может быть сленгом или термином, специфичным для игры, но без дополнительной информации это остается неясным."
2025-09-28 12:58:12,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Невежда... ),Не определен,0.2,"Комментарий 'Невежда... )' слишком краткий и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Он не указывает на конкретные аспекты игры, такие как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Эмоциональная окраска комментария может быть саркастической или шутливой, но без контекста невозможно точно определить его значение."
2025-09-28 12:58:21,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,Да этото я знаю,Не определен,0.3,"Комментарий 'Да этото я знаю' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из категорий. Он не упоминает ни одну из тем, связанных с игрой, и не дает никаких указаний на эмоциональную окраску или конкретные аспекты игры. Это делает его неясным и не поддающимся классификации в рамках предложенных категорий."
2025-09-28 12:58:30,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Проблема игроков то что они все подряд качают,"Общие вопросы, баги",0.7,"Комментарий 'Проблема игроков то что они все подряд качают' не относится напрямую к конкретной категории, такой как 'Офферы, магазин', 'UX, визуал', 'Ивенты, режимы', 'Пилоты', 'Модули, вопросы', или 'Корабли, вопросы'. Он скорее выражает общее наблюдение или критику поведения игроков, что может быть связано с общими вопросами или проблемами в игре. Однако, из-за отсутствия конкретики, уверенность в классификации не очень высокая."
2025-09-28 12:58:38,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,Там какие то перекачи сидят?,Не определен,0.6,"Комментарий 'Там какие то перекачи сидят?' не содержит четкой информации, относящейся к одной из категорий. Возможно, речь идет о сильных игроках или дисбалансе, но без контекста сложно определить, к чему именно относится вопрос. Это может быть связано с игровыми режимами, пилотами или даже общими вопросами, но уверенности в этом нет."
2025-09-28 12:58:53,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Если прокачать 1 пушку то можно себя прекрасно чувствовать,"Модули, вопросы",0.85,"Комментарий 'Если прокачать 1 пушку то можно себя прекрасно чувствовать' касается вопроса о прокачке оружия, что можно отнести к категории модулей. Хотя слово 'пушка' может относиться и к кораблям, в данном контексте речь идет о модуле вооружения, который можно улучшать. Уверенность высокая, так как комментарий явно указывает на улучшение одного элемента для достижения хорошего результата."
2025-09-28 12:58:55,332768107,terodorsanya,Sasha,,-1002434063014,supergroup,"Если я уже к 3к приближаюсь, это близко к краю плато или нет?",Не определен,0.6,"Комментарий 'Если я уже к 3к приближаюсь, это близко к краю плато или нет?' не содержит явных указаний на какую-либо из категорий. Он может относиться к прогрессу в игре, но неясно, к какому аспекту игры это относится: уровню, рейтингу или другому показателю. Без дополнительного контекста невозможно точно определить категорию."
2025-09-28 12:58:58,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,То есть не качают ничего.,Не определен,0.7,"Комментарий 'То есть не качают ничего.' не содержит достаточного контекста или ключевых слов, чтобы уверенно отнести его к одной из предложенных категорий. Он слишком краток и неясен, чтобы определить, о чем именно идет речь: о модулях, кораблях, пилотах или других аспектах игры."
2025-09-28 12:59:04,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Это уже дано за ним.,Не определен,0.2,"Комментарий 'Это уже дано за ним.' не содержит явных указаний на какую-либо из категорий. Он слишком краток и не предоставляет контекста, чтобы определить, о чем именно идет речь. Возможно, это часть более длинного диалога или обсуждения, но в изоляции он не дает информации для точной классификации."
2025-09-28 12:59:09,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Ну я же не качаю пушки,Не определен,0.6,"Комментарий 'Ну я же не качаю пушки' не содержит явных указаний на какую-либо из категорий. Он может подразумевать, что игрок не занимается улучшением или покупкой оружия, но без контекста сложно определить, к чему это относится. Возможно, это связано с модулями или общими вопросами, но уверенности в этом нет."
2025-09-28 12:59:11,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,Сильное заявление,Не определен,0.3,"Комментарий 'Сильное заявление' является слишком общим и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Он не указывает на конкретные аспекты игры, такие как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Без дополнительного контекста невозможно определить, к чему именно относится это заявление."
2025-09-28 12:59:14,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,У меня 1 пушка в 20,Не определен,0.4,"Комментарий 'У меня 1 пушка в 20' не содержит достаточной информации для точной классификации. Он может относиться к количеству пушек на корабле, что могло бы быть связано с категориями 'Корабли, вопросы' или 'Модули, вопросы', но без дополнительного контекста невозможно определить, о чем именно идет речь. Уровень уверенности низкий из-за отсутствия контекста и конкретики."
2025-09-28 12:59:20,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,Я вот в районе 4к сейчас,Не определен,0.3,"Комментарий 'Я вот в районе 4к сейчас' не содержит конкретной информации, которая могла бы быть отнесена к одной из предложенных категорий. Он не указывает на проблемы с офферами, UX, ивентами, пилотами, модулями, кораблями или общими вопросами и багами. Без дополнительного контекста или информации, этот комментарий остается неясным."
2025-09-28 12:59:24,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,лвл.,Не определен,0.1,"Комментарий 'лвл.' слишком краткий и не содержит достаточной информации для точной классификации. Он не указывает на конкретные аспекты игры, такие как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Без дополнительного контекста невозможно определить, к какой категории он относится."
2025-09-28 12:59:29,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,И тупо качаю броню и модули системы,"Модули, вопросы, Общие вопросы, баги",0.85,"Комментарий 'И тупо качаю броню и модули системы' указывает на процесс улучшения модулей, что относится к категории 'Модули, вопросы'. Однако, фраза 'тупо качаю' может подразумевать недовольство или усталость от процесса, что может быть связано с общими вопросами или проблемами в игре, такими как скука или однообразие, что относится к 'Общие вопросы, баги'."
2025-09-28 12:59:36,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,И?,Не определен,0.5,"Комментарий 'И?' слишком краток и не содержит конкретной информации, которая позволила бы отнести его к одной из предложенных категорий. Отсутствие контекста и деталей делает его неясным для точной классификации."
2025-09-28 12:59:52,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,И?,Не определен,0.5,"Комментарий 'И?' слишком короткий и не содержит достаточной информации для точной классификации. Он не указывает на конкретную проблему или аспект игры, поэтому его невозможно отнести к какой-либо из предложенных категорий. Уровень уверенности низкий из-за отсутствия контекста и деталей."
2025-09-28 13:00:11,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,И могу спокойно в любое время дойти до топ 20,Не определен,0.6,"Комментарий 'И могу спокойно в любое время дойти до топ 20' не содержит конкретной информации, относящейся к одной из предложенных категорий. Он не упоминает ни офферы, ни UX, ни ивенты, ни другие аспекты игры. Это скорее общее утверждение о достижении в игре, но без конкретных деталей, которые позволили бы отнести его к одной из категорий. Уровень уверенности низкий из-за отсутствия контекста."
2025-09-28 13:00:39,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,"А я летом, когда играл много, на границе топ 100 сидел и чувствовал себя прекрасно. Без взломов брони.","Общие вопросы, баги",0.7,"Комментарий описывает личный опыт игрока, когда он находился в топ 100 без использования взломов брони. Это больше похоже на общую обратную связь или оценку своего игрового опыта, чем на конкретный вопрос или проблему, связанную с одной из других категорий. Упоминание 'взломов брони' не указывает на конкретную категорию, так как это может быть частью общего игрового опыта."
2025-09-28 13:01:23,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,"Я когда ахила взял чувствовал себя также, сейчас же я и близко не к топ100",Пилоты,0.8,"Комментарий содержит упоминание 'ахила', что может быть связано с пилотами или персонажами в игре. Игрок говорит о своем опыте, когда он 'взял ахила', что может означать получение или использование определенного пилота. Однако, без дополнительного контекста, сложно точно определить, о каком аспекте игры идет речь, но наиболее вероятно, что это связано с пилотами."
2025-09-28 13:01:40,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Я босса 4 бью гидрами с чёрного рынка по 50-80 к,"Офферы, магазин, Корабли, вопросы",0.85,"Комментарий упоминает 'гидры с чёрного рынка', что указывает на покупку или получение предметов через магазин или офферы, что относится к категории 'Офферы, магазин'. Также упоминается 'босса 4', что может быть связано с использованием кораблей или стратегий против боссов, что относится к категории 'Корабли, вопросы'. Уровень уверенности 0.85, так как контекст не полностью ясен, но ключевые слова указывают на эти категории."
2025-09-28 13:01:50,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Так бери ещё одного.,Не определен,0.2,"Комментарий 'Так бери ещё одного.' слишком краток и не содержит конкретной информации, которая позволила бы отнести его к одной из предложенных категорий. Нет упоминаний о магазинах, визуале, ивентах, пилотах, модулях, кораблях или общих вопросах и багах. Без дополнительного контекста невозможно определить, к чему именно относится этот комментарий."
2025-09-28 13:01:56,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,Молодец.,"Общие вопросы, баги",0.7,"Комментарий 'Молодец.' является общей положительной обратной связью, которая не относится к конкретной категории, связанной с игровыми элементами. Он выражает одобрение или похвалу, что соответствует категории 'Общие вопросы, баги', так как включает в себя общие комментарии и благодарности. Однако, из-за краткости комментария и отсутствия контекста, уверенность ниже средней."
2025-09-28 13:02:05,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,И вот вопрос зачем качать пушки ?,"Модули, вопросы",0.85,"Комментарий 'И вот вопрос зачем качать пушки ?' явно касается вопроса о целесообразности прокачки определенного элемента игры, в данном случае 'пушки'. Поскольку 'пушки' могут быть частью модулей или вооружения кораблей, это ближе всего к категории 'Модули, вопросы'. Вопросительная форма указывает на запрос информации или совета, что также соответствует этой категории."
2025-09-28 13:02:08,125493772,siberian_beast,Илья,Сотников,-1002434063014,supergroup,Стоячим билдом сапов фармишь? 🤣,Не определен,0.6,"Комментарий 'Стоячим билдом сапов фармишь? 🤣' не содержит явных указаний на одну из семи категорий. Он, вероятно, относится к игровому сленгу или шутке, связанной с игровыми стратегиями, но не предоставляет достаточно информации для точной классификации. Упоминание 'билд' и 'сапов' может касаться стратегий или ролей в игре, но без контекста это не позволяет уверенно отнести комментарий к конкретной категории."
2025-09-28 13:02:25,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Ну конечно первые атаки до буста делаю на сп ),Не определен,0.6,"Комментарий 'Ну конечно первые атаки до буста делаю на сп )' не содержит явных указаний на конкретные категории. 'Сп' может быть сокращением, но без контекста сложно определить, к чему именно оно относится. Возможно, это связано с игровыми стратегиями или терминологией, но без дополнительных данных это неясно. Уровень уверенности низкий из-за отсутствия четкой информации."
2025-09-28 13:02:34,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,"У меня есть куда голду тратить, на взлом оружия и брони к примеру","Офферы, магазин, Модули, вопросы",0.85,"Комментарий упоминает трату голды на взлом оружия и брони, что связано с покупками и расходами в игре, подходящими под категорию 'Офферы, магазин'. Также упоминается взлом, который может относиться к улучшению или модификации модулей, что связано с категорией 'Модули, вопросы'. Уверенность в выборе категорий высокая, так как ключевые слова 'голду тратить' и 'взлом оружия и брони' четко указывают на эти аспекты."
2025-09-28 13:02:37,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,В после бустов уже на гидро спам ),Не определен,0.6,"Комментарий 'В после бустов уже на гидро спам )' не содержит явных указаний на конкретные категории. 'Бусты' и 'гидро спам' могут относиться к игровым механикам, но без контекста сложно определить, связаны ли они с модулями, кораблями или ивентами. Эмоциональная окраска нейтральная, но недостаточно информации для точной классификации."
2025-09-28 13:03:32,125493772,siberian_beast,Илья,Сотников,-1002434063014,supergroup,СП супом ещё не сносил звезду?,Не определен,0.7,"Комментарий 'СП супом ещё не сносил звезду?' не содержит явных указаний на конкретные категории. 'СП' может быть сленгом или аббревиатурой, но без контекста невозможно определить, к чему это относится. 'Сносить звезду' также не имеет очевидного значения в контексте предложенных категорий. Из-за отсутствия контекста и специфики, комментарий классифицирован как 'Не определен'."
2025-09-28 13:03:43,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Было почти разок,Не определен,0.2,"Комментарий 'Было почти разок' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из категорий. Отсутствуют ключевые слова или фразы, которые могли бы указать на связь с игровыми аспектами, такими как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Из-за неопределенности и отсутствия контекста, комментарий классифицирован как 'Не определен' с низким уровнем уверенности."
2025-09-28 13:03:50,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Но еще сил нету таких,Не определен,0.4,"Комментарий 'Но еще сил нету таких' не содержит конкретной информации, которая бы позволила отнести его к одной из категорий. Он не упоминает ни офферы, ни визуальные элементы, ни игровые режимы, ни пилотов, модули, корабли или общие вопросы и баги. Без дополнительного контекста невозможно определить, к чему именно относится этот комментарий."
2025-09-28 13:04:00,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Я ж в основном на жир собран,Не определен,0.4,"Комментарий 'Я ж в основном на жир собран' не содержит явных указаний на какую-либо из категорий. Фраза может быть интерпретирована как сленг или шутка, но без контекста невозможно точно определить, к чему она относится. Уровень уверенности низкий из-за отсутствия конкретной информации."
2025-09-28 13:04:06,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,А против босса лучше урон,"Корабли, вопросы",0.7,"Комментарий 'А против босса лучше урон' указывает на обсуждение стратегии или характеристик, которые могут быть связаны с кораблями. Упоминание 'урон' предполагает, что игрок обсуждает эффективность в бою, что часто связано с выбором корабля или его вооружения. Однако, поскольку комментарий очень краткий и неясный, уверенность ниже среднего."
2025-09-28 13:04:15,125493772,siberian_beast,Илья,Сотников,-1002434063014,supergroup,Там как до ЛСД добираешься - бултых и бублик остается,Не определен,0.4,"Комментарий 'Там как до ЛСД добираешься - бултых и бублик остается' не содержит явных указаний на конкретные аспекты игры, такие как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Фраза выглядит как метафора или сленговое выражение, которое не имеет очевидного отношения к перечисленным категориям. Из-за отсутствия контекста и специфики, классификация затруднена."
2025-09-28 13:04:28,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Ну я говорю у меня нету урона в 190,"Корабли, вопросы",0.85,"Комментарий 'Ну я говорю у меня нету урона в 190' вероятно касается недостатка урона на определенном уровне или в определенной ситуации, что может быть связано с характеристиками корабля. Упоминание 'урона' и числового значения '190' указывает на обсуждение эффективности корабля или его вооружения. Это делает категорию 'Корабли, вопросы' наиболее подходящей."
2025-09-28 13:04:44,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,У меня урон слабый но защита хорошая,"Корабли, вопросы",0.85,"Комментарий касается характеристик корабля, а именно урона и защиты. Это указывает на обсуждение эффективности корабля, что соответствует категории 'Корабли, вопросы'. Упоминание урона и защиты предполагает сравнение характеристик, что также связано с этой категорией."
2025-09-28 13:04:57,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Да кому я говорю ты сам видел 😂,Не определен,0.7,"Комментарий 'Да кому я говорю ты сам видел 😂' не содержит конкретной информации, связанной с какой-либо из категорий. Он выглядит как часть личного общения или шутка, не имеющая отношения к обсуждению игры. Отсутствие контекста и специфических ключевых слов, относящихся к категориям, делает его неясным для классификации."
2025-09-28 13:05:36,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Бонусы на броню прочку и пару на урон 😂,"Модули, вопросы, Корабли, вопросы",0.85,"Комментарий упоминает бонусы на броню и урон, что может относиться к модулям, которые улучшают характеристики корабля. Слово 'броня' указывает на защитные модули, а 'урон' на атакующие. Эмоциональная окраска в виде смайла 😂 может указывать на легкую ироничность или шутливость, но это не меняет сути вопроса о характеристиках, связанных с модулями и кораблями."
2025-09-28 13:06:11,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Ну типо вот,Не определен,0.3,"Комментарий 'Ну типо вот' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из предложенных категорий. Отсутствие ключевых слов или фраз, связанных с игровыми аспектами, делает невозможным точное определение категории."
2025-09-28 13:08:12,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,И зачем?,Не определен,0.5,"Комментарий 'И зачем?' слишком краток и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Он не указывает на конкретную проблему или аспект игры, и его контекст неясен. Без дополнительной информации невозможно определить, к чему именно относится этот вопрос."
2025-09-28 13:08:43,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Что зачем ?,Не определен,0.2,"Комментарий 'Что зачем ?' крайне неясен и не содержит конкретной информации, которая могла бы быть отнесена к одной из категорий. Отсутствуют ключевые слова или контекст, которые могли бы помочь в классификации. Уровень уверенности низкий из-за отсутствия конкретики."
2025-09-28 13:09:37,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,Зачем качать сп?,Не определен,0.6,"Комментарий 'Зачем качать сп?' слишком краток и не содержит достаточной информации для точной классификации. 'Сп' может относиться к различным аспектам игры, таким как пилоты, модули или корабли, но без контекста невозможно определить, о чем именно идет речь. Уровень уверенности низкий из-за отсутствия конкретики."
2025-09-28 13:18:33,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,У меня на сотню поражений больше.,Не определен,0.6,"Комментарий 'У меня на сотню поражений больше.' не содержит явных указаний на конкретные аспекты игры, такие как офферы, UX, ивенты, пилоты, модули, корабли или баги. Он может отражать общее недовольство или разочарование игрока, но без дополнительного контекста сложно определить точную категорию. Поэтому он классифицирован как 'Не определен'."
2025-09-28 13:23:04,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,😁,Не определен,0.1,"Комментарий состоит только из эмодзи '😁', который не содержит информации, позволяющей отнести его к какой-либо из категорий. Эмодзи может выражать положительные эмоции, но без контекста невозможно определить, к чему именно они относятся."
2025-09-28 13:35:36,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,"@Mikhail_Liga 
@Mezor_Wonderful 
@MaestroVV 
Вы где там ценители алкогольного искусства? 
Че сегодня пьёте ?",Не определен,0.95,"Комментарий не содержит информации, относящейся к игровым аспектам, описанным в категориях. Он представляет собой неформальное обращение к другим пользователям с вопросом о том, что они пьют, что не связано с игрой или ее механиками."
2025-09-28 13:38:34,836687488,MaestroVV,Илья,К,-1002434063014,supergroup,Сегодня водичку,Не определен,0.3,"Комментарий 'Сегодня водичку' не содержит конкретной информации или контекста, который бы позволил отнести его к одной из семи категорий. Отсутствуют ключевые слова или фразы, связанные с игровыми аспектами, такими как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Без дополнительного контекста невозможно определить, к чему именно относится этот комментарий."
2025-09-28 13:41:14,2043585818,John_Deiwy_Harris,Warm_42,,-1002434063014,supergroup,водочку*,Не определен,0.1,"Комментарий 'водочку*' не содержит информации, относящейся к какой-либо из категорий. Он неясен и не предоставляет контекста, который позволил бы сделать обоснованное предположение о его значении в рамках игры."
2025-09-28 13:43:45,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,А че так ?,Не определен,0.5,"Комментарий 'А че так ?' слишком краткий и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Отсутствуют ключевые слова или контекст, указывающие на конкретную тему, связанную с игрой."
2025-09-28 13:52:10,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,Меня тут решили споить 😂,Не определен,0.6,"Комментарий 'Меня тут решили споить 😂' не содержит конкретной информации, связанной с категориями, такими как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Он может быть шуткой или реакцией на что-то в игре, но без контекста невозможно точно определить, к какой категории он относится. Уровень уверенности низкий из-за отсутствия конкретики."
2025-09-28 14:03:47,125493772,siberian_beast,Илья,Сотников,-1002434063014,supergroup,"Тут самое вкусное это узбекский лимон.
Уж очень они ароматные.",Не определен,0.2,"Комментарий 'Тут самое вкусное это узбекский лимон. Уж очень они ароматные.' не содержит информации, относящейся к какой-либо из категорий, связанных с мобильной игрой. Он скорее описывает личное предпочтение или впечатление от лимонов, что не имеет отношения к игровому контенту или механикам. Поэтому классифицировать его в рамках предложенных категорий невозможно."
2025-09-28 14:05:39,125493772,siberian_beast,Илья,Сотников,-1002434063014,supergroup,@Dem0sfen а можно статистику выдать топ10 акков по кол.-ву улучшений параметров модулей,"Модули, вопросы",0.9,"Комментарий запрашивает статистику по количеству улучшений параметров модулей, что напрямую связано с вопросами о модулях. Ключевые слова: 'улучшений параметров модулей'. Это указывает на интерес к прокачке и эффективности модулей, что соответствует категории 'Модули, вопросы'."
2025-09-28 14:07:29,5141403053,Bogdan_Amelkin,Bogdan,Amelkin,-1002434063014,supergroup,И по кланам по уровням...,Не определен,0.3,"Комментарий 'И по кланам по уровням...' слишком короткий и не содержит достаточной информации для точной классификации. Он может касаться различных аспектов игры, таких как ивенты, уровни кланов или другие элементы, но без дополнительного контекста невозможно определить конкретную категорию."
2025-09-28 14:12:35,247726730,Mikhail_Liga,Mikhail,Shelonin,-1002434063014,supergroup,Он сегодня не ответит,Не определен,0.6,"Комментарий 'Он сегодня не ответит' не содержит конкретной информации, связанной с какой-либо из категорий. Он не упоминает ни офферы, ни UX, ни ивенты, ни другие аспекты игры. Это может быть часть диалога или комментарий, не относящийся к игре напрямую. Уровень уверенности низкий, так как нет контекста для точной классификации."
2025-09-28 14:32:40,5558050481,ViaR_17,ViaR,,-1002434063014,supergroup,В деранке ака 3 и в рейте все остольные,Не определен,0.3,"Комментарий 'В деранке ака 3 и в рейте все остольные' не содержит явных указаний на какую-либо из категорий. Он может относиться к игровым режимам или ранговой системе, но из-за отсутствия контекста и конкретных деталей невозможно точно определить категорию. Уровень уверенности низкий из-за неясности и краткости комментария."
2025-09-28 14:58:04,836687488,MaestroVV,Илья,К,-1002434063014,supergroup,Дык надо отдохнуть денёк. Хотя еще не вечер,Не определен,0.6,"Комментарий 'Дык надо отдохнуть денёк. Хотя еще не вечер' не содержит конкретной информации, относящейся к какой-либо из категорий. Он скорее выражает личное состояние или настроение игрока, чем касается аспектов игры, таких как офферы, UX, ивенты и т.д. Из-за отсутствия контекста и специфики, он классифицируется как 'Не определен'."
