id,created_at,user_id,username,first_name,last_name,chat_id,chat_type,comment_text,tag,confidence,reasoning,game_id
15446,2026-02-07 15:14:39.254954,8544236805,,омг,,-1002434063014,supergroup,Не headshoot a headshot,Не определен,0.5,"Комментарий 'Не headshoot a headshot' не содержит явных указаний на какую-либо из категорий. Фраза неясна и не предоставляет контекста, который позволил бы отнести её к конкретной теме, связанной с игрой. Возможно, это просто игра слов или шутка, не имеющая отношения к описанным категориям.",97
15447,2026-02-07 15:15:00.330999,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,)),Не определен,0.8,"Комментарий состоит только из смайлов '))', которые не содержат конкретной информации или контекста, позволяющего отнести его к одной из категорий. Это может быть выражение эмоций, но без дополнительного контекста невозможно определить, к какой категории он относится.",97
15448,2026-02-07 15:15:04.704918,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,((,Не определен,0.9,"Комментарий '((' не содержит информации, которая могла бы быть отнесена к какой-либо из категорий. Это просто набор символов, который не дает контекста или смысла для анализа.",97
15449,2026-02-07 15:15:12.402433,8544236805,,омг,,-1002434063014,supergroup,Дуэль,"Ивенты, режимы",0.6,"Комментарий 'Дуэль' может относиться к игровому режиму, так как дуэли часто являются частью PvP-режимов или специальных событий. Однако, из-за отсутствия контекста и дополнительных деталей, уверенность в этом выборе невысока.",97
15450,2026-02-07 15:15:19.370388,8544236805,,омг,,-1002434063014,supergroup,А вот теперь с тобой,Не определен,0.2,"Комментарий 'А вот теперь с тобой' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из предложенных категорий. Отсутствуют ключевые слова или фразы, которые могли бы указать на связь с игровыми аспектами, такими как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Из-за этого невозможно уверенно классифицировать данный комментарий.",97
15451,2026-02-07 15:15:46.324195,6780660664,Yarikzombarik,Zomбarь,,-1002434063014,supergroup,Ок,Не определен,0.5,"Комментарий 'Ок' является слишком кратким и не содержит информации, которая могла бы быть отнесена к какой-либо из предложенных категорий. Он не дает контекста или деталей, которые могли бы помочь в классификации. Это может быть общая положительная оценка или просто нейтральный отклик, но без дополнительных данных невозможно точно определить категорию.",97
15452,2026-02-07 15:15:49.427864,8544236805,,омг,,-1002434063014,supergroup,Ок,Не определен,0.5,"Комментарий 'Ок' является крайне кратким и не содержит информации, которая могла бы быть отнесена к какой-либо из предложенных категорий. Он не дает контекста или деталей, которые могли бы помочь в классификации. Это может быть просто выражение согласия или удовлетворения, но без дополнительных данных невозможно точно определить его категорию.",97
15453,2026-02-07 15:16:07.549879,8544236805,,омг,,-1002434063014,supergroup,Мы не шакалы,Не определен,0.5,"Комментарий 'Мы не шакалы' не содержит конкретной информации, которая могла бы быть отнесена к одной из предложенных категорий. Он не упоминает ни офферы, ни UX, ни ивенты, ни другие аспекты игры. Без дополнительного контекста невозможно определить, к чему именно относится это высказывание.",97
15454,2026-02-07 15:16:09.212518,8544236805,,омг,,-1002434063014,supergroup,):,Не определен,0.5,"Комментарий "":)"" не содержит информации, которая могла бы быть отнесена к какой-либо из категорий. Это просто смайлик, который может выражать эмоцию, но не предоставляет контекста или деталей для классификации.",97
15455,2026-02-07 15:16:12.00423,6780660664,Yarikzombarik,Zomбarь,,-1002434063014,supergroup,я😂,Не определен,0.5,"Комментарий 'я😂' не содержит информации, которая могла бы быть отнесена к какой-либо из предложенных категорий. Это просто эмодзи, выражающее эмоцию, без контекста или конкретного содержания, связанного с игрой.",97
15456,2026-02-07 15:16:43.704878,8544236805,,омг,,-1002434063014,supergroup,Тележка премиум,"Офферы, магазин",0.8,"Комментарий 'Тележка премиум' вероятно относится к категории 'Офферы, магазин', так как 'премиум' часто ассоциируется с покупками или специальными предложениями в играх. Однако, из-за краткости комментария и отсутствия контекста, уверенность не максимальная.",97
15457,2026-02-07 15:16:45.8248,8544236805,,омг,,-1002434063014,supergroup,Мда,Не определен,0.7,"Комментарий 'Мда' является крайне кратким и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Он может выражать недовольство или разочарование, но без контекста невозможно определить, к чему именно это относится. Поэтому классифицировать его в рамках заданных категорий невозможно.",97
15458,2026-02-07 15:16:47.685298,6780660664,Yarikzombarik,Zomбarь,,-1002434063014,supergroup,Xo8,Не определен,0.1,"Комментарий 'Xo8' не содержит информации, которая могла бы быть отнесена к какой-либо из предложенных категорий. Это может быть случайный набор символов или внутренний сленг, не имеющий явного значения в контексте игры. Уровень уверенности низкий из-за отсутствия контекста и конкретики.",97
15459,2026-02-07 15:16:50.501624,6631749337,,Костя,Рядинский,-1002434063014,supergroup,О Господи,Не определен,0.5,"Комментарий 'О Господи' не содержит конкретной информации, которая могла бы быть отнесена к одной из категорий. Он может выражать удивление, разочарование или восторг, но без контекста невозможно определить, к чему именно он относится. Поэтому классификация невозможна.",97
15460,2026-02-07 15:16:55.941697,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Вестерн,Не определен,0.3,"Комментарий 'Вестерн' не содержит достаточной информации для точной классификации. Он не относится ни к одной из категорий, так как не упоминает ни игровые элементы, ни аспекты, связанные с игрой. Это может быть отсылка к жанру или теме, но без контекста это неясно.",97
15461,2026-02-07 15:16:58.018859,8544236805,,омг,,-1002434063014,supergroup,Дуэль,Не определен,0.2,"Комментарий 'Дуэль' слишком краток и не содержит достаточной информации для точной классификации. Он может относиться к игровым режимам, но без дополнительного контекста невозможно определить, идет ли речь о конкретном режиме, событии или другом аспекте игры.",97
15462,2026-02-07 15:17:02.852983,8544236805,,омг,,-1002434063014,supergroup,Бла,Не определен,0.1,"Комментарий 'Бла' не содержит никакой информации, которая могла бы быть отнесена к одной из предложенных категорий. Он слишком короткий и неясный, чтобы сделать обоснованное предположение о его значении или контексте.",97
15463,2026-02-07 15:17:08.209298,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Ладно попробую,Не определен,0.7,"Комментарий 'Ладно попробую' не содержит конкретной информации, которая бы позволила отнести его к одной из предложенных категорий. Он не упоминает ни офферы, ни UX, ни ивенты, ни другие аспекты игры. Это может быть ответ на что-то, но без контекста невозможно определить категорию.",97
15464,2026-02-07 15:17:12.216909,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,))),Не определен,0.2,"Комментарий ')))' не содержит информации, которая могла бы быть отнесена к какой-либо из предложенных категорий. Это просто набор скобок, который может выражать эмоцию, но не дает контекста для анализа. Уровень уверенности низкий, так как нет конкретных данных для классификации.",97
15465,2026-02-07 15:17:15.441578,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Не надо тут такое,Не определен,0.5,"Комментарий 'Не надо тут такое' слишком краток и не содержит конкретной информации, которая позволила бы отнести его к одной из предложенных категорий. Отсутствие контекста и деталей делает невозможным точное определение категории. Комментарий может выражать недовольство, но без указания на конкретную проблему или аспект игры, он остается неясным.",97
15466,2026-02-07 15:17:23.517181,8544236805,,омг,,-1002434063014,supergroup,Дуэль,"Ивенты, режимы",0.7,"Слово 'Дуэль' может указывать на игровой режим или событие, связанное с PvP или другим типом состязания. Однако, без дополнительного контекста, уверенность в этом выборе ограничена.",97
15467,2026-02-07 15:17:26.27632,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,ОскорБЛЯТЬ?,Не определен,0.2,"Комментарий 'ОскорБЛЯТЬ?' не содержит конкретной информации, которая могла бы быть отнесена к одной из предложенных категорий. Он не предоставляет контекста или деталей, связанных с игровыми аспектами, такими как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Из-за отсутствия ясности и контекста, комментарий классифицирован как 'Не определен'.",97
15468,2026-02-07 15:17:32.322876,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Изи,Не определен,0.2,"Комментарий 'Изи' слишком короткий и не содержит конкретной информации, которая позволила бы отнести его к одной из предложенных категорий. Он может означать, что игрок считает игру или её часть легкой, но без контекста это невозможно определить. Уровень уверенности низкий из-за отсутствия деталей.",97
15469,2026-02-07 15:17:46.815488,6780660664,Yarikzombarik,Zomбarь,,-1002434063014,supergroup,Xo 8x8,Не определен,0.1,"Комментарий 'Xo 8x8' не содержит явных указаний на какую-либо из категорий. Это может быть код, аббревиатура или что-то не относящееся к контексту игры. Без дополнительной информации невозможно определить категорию.",97
15470,2026-02-07 15:17:49.767422,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Эээ,Не определен,0.5,"Комментарий 'Эээ' является крайне неясным и не содержит конкретной информации, которая могла бы быть отнесена к какой-либо из предложенных категорий. Он не предоставляет контекста или деталей, которые могли бы помочь в классификации. Это может быть выражение замешательства, разочарования или просто случайный звук, но без дополнительных данных невозможно определить точную категорию.",97
15471,2026-02-07 15:17:51.589138,8544236805,,омг,,-1002434063014,supergroup,Хы,Не определен,0.1,"Комментарий 'Хы' не содержит конкретной информации или контекста, который позволил бы отнести его к какой-либо из категорий. Это может быть просто выражение эмоции или смеха, не связанное с игрой. Уровень уверенности низкий из-за отсутствия конкретного содержания.",97
15472,2026-02-07 15:18:04.329096,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Изиии,Не определен,0.2,"Комментарий 'Изиии' слишком краткий и не содержит конкретной информации, которая могла бы быть отнесена к одной из категорий. Он не дает контекста или деталей, которые позволили бы сделать уверенное заключение о его принадлежности к какой-либо из категорий. Это может быть выражение легкости или удовлетворения, но без дополнительных данных это невозможно точно классифицировать.",97
15473,2026-02-07 15:18:06.384623,8544236805,,омг,,-1002434063014,supergroup,Ну ок,Не определен,0.5,"Комментарий 'Ну ок' слишком краткий и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Он не предоставляет контекста или деталей, которые могли бы указать на конкретную тему, такую как офферы, UX, ивенты и т.д. Из-за отсутствия специфики и контекста, невозможно с уверенностью классифицировать его в рамках предложенных категорий.",97
15474,2026-02-07 15:18:07.793776,8544236805,,омг,,-1002434063014,supergroup,Дуэль,Не определен,0.3,"Комментарий 'Дуэль' слишком короткий и не содержит достаточной информации для точной классификации. Он может относиться к игровым режимам, если подразумевается режим дуэли, но без дополнительного контекста это неясно. Поэтому, учитывая отсутствие конкретики, классифицировать его невозможно.",97
15475,2026-02-07 15:18:11.605724,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Иди Качайся,Не определен,0.7,"Комментарий 'Иди Качайся' не содержит конкретной информации, относящейся к какой-либо из предложенных категорий. Это может быть просто фраза, выражающая мотивацию или призыв к действию, но без контекста она не дает возможности определить, к чему именно она относится (например, к прокачке пилотов, модулей или кораблей).",97
15476,2026-02-07 15:18:31.006384,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Не я в дбд играю,Не определен,0.7,"Комментарий 'Не я в дбд играю' не содержит информации, относящейся к какой-либо из категорий, связанных с мобильной игрой. Он скорее указывает на то, что пользователь играет в другую игру (вероятно, Dead by Daylight), и не предоставляет контекста или деталей, которые можно было бы классифицировать в рамках предложенных категорий.",97
15477,2026-02-07 15:18:47.958903,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Хехе,Не определен,0.2,"Комментарий 'Хехе' является коротким и не содержит конкретной информации, которая могла бы быть отнесена к одной из предложенных категорий. Он не дает контекста или деталей, связанных с игрой, и может быть просто выражением эмоции или смеха. Из-за отсутствия конкретики и контекста, его невозможно точно классифицировать в рамках предложенных категорий.",97
15478,2026-02-07 15:18:53.539509,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Вестерн,Не определен,0.2,"Комментарий 'Вестерн' не содержит достаточной информации для точной классификации. Он не относится ни к одной из категорий, так как не упоминает конкретные аспекты игры, такие как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы. Без дополнительного контекста невозможно определить, к чему именно относится этот комментарий.",97
15479,2026-02-07 15:19:14.812707,8544236805,,омг,,-1002434063014,supergroup,ЧТО ЗА,Не определен,0.2,"Комментарий 'ЧТО ЗА' слишком короткий и не содержит достаточной информации для точной классификации. Он не указывает на конкретную проблему или аспект игры, который можно было бы отнести к одной из предложенных категорий. Из-за отсутствия контекста и деталей, невозможно определить, к чему именно относится данный комментарий.",97
15480,2026-02-07 15:19:16.254074,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,А...,Не определен,0.1,"Комментарий 'А...' слишком короткий и не содержит достаточной информации для точной классификации. Он не предоставляет никаких ключевых слов или контекста, которые могли бы указать на конкретную категорию.",97
15481,2026-02-07 15:19:19.506928,8544236805,,омг,,-1002434063014,supergroup,ЛЛЛЛЛЛЛЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛОЛЛ,Не определен,0.9,"Комментарий состоит из повторяющихся букв 'Л' и 'О', что не несет никакой смысловой нагрузки и не относится ни к одной из категорий. Это может быть просто случайный набор символов или выражение эмоций без конкретного контекста. Поэтому классифицировать его в рамках предложенных категорий невозможно.",97
15482,2026-02-07 15:19:43.41451,8544236805,,омг,,-1002434063014,supergroup,Дуэль,Не определен,0.3,"Комментарий 'Дуэль' слишком короткий и не содержит достаточной информации для точной классификации. Он может относиться к игровым режимам, если подразумевается режим дуэли, но без дополнительного контекста невозможно уверенно определить категорию.",97
15483,2026-02-07 15:19:53.787602,6780660664,Yarikzombarik,Zomбarь,,-1002434063014,supergroup,Можете ответить на закреп я его убрал,Не определен,0.5,"Комментарий 'Можете ответить на закреп я его убрал' не содержит явных указаний на какую-либо из категорий. Он не упоминает конкретные аспекты игры, такие как офферы, UX, ивенты, пилоты, модули, корабли или общие вопросы и баги. Без дополнительного контекста или информации о том, что именно подразумевается под 'закрепом', невозможно точно классифицировать этот комментарий.",97
15484,2026-02-07 15:20:11.845039,6780660664,Yarikzombarik,Zomбarь,,-1002434063014,supergroup,.,Не определен,0.9,"Комментарий состоит только из одной точки и не содержит никакой информации, которая могла бы быть отнесена к одной из категорий. Нет контекста или ключевых слов для анализа.",97
15485,2026-02-07 15:20:14.791996,8544236805,,омг,,-1002434063014,supergroup,Евхехех,Не определен,0.1,"Комментарий 'Евхехех' не содержит информации, которая могла бы быть отнесена к какой-либо из категорий. Это, скорее всего, выражение эмоции или смеха, не связанное с конкретными аспектами игры. Отсутствие контекста и ключевых слов делает невозможным точное определение категории.",97
15486,2026-02-07 15:20:17.848543,8544236805,,омг,,-1002434063014,supergroup,Где,Не определен,0.5,"Комментарий 'Где' слишком короткий и не содержит достаточной информации для точной классификации. Он не указывает на какую-либо конкретную категорию или контекст, который мог бы помочь в определении. Без дополнительных данных невозможно сделать обоснованный вывод.",97
15487,2026-02-07 15:20:23.976949,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,.,Не определен,0.1,"Комментарий состоит только из точки, что не дает никакой информации для анализа и классификации по заданным категориям. Нет контекста или ключевых слов, которые могли бы указать на конкретную тему или проблему.",97
15488,2026-02-07 15:20:38.13552,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Понт,Не определен,0.5,"Комментарий 'Понт' слишком короткий и не содержит достаточной информации для точной классификации. Он не относится явно ни к одной из категорий, так как не содержит контекста или ключевых слов, которые могли бы указать на конкретную тему. Возможно, это выражение эмоции или сленговое слово, но без дополнительного контекста его невозможно отнести к какой-либо категории.",97
15489,2026-02-07 15:20:41.829054,8544236805,,омг,,-1002434063014,supergroup,М,Не определен,0.1,"Комментарий 'М' слишком короткий и не содержит достаточной информации для точной классификации по какой-либо из предложенных категорий. Он не предоставляет контекста или ключевых слов, которые могли бы указать на конкретную тему или проблему, обсуждаемую игроком.",97
15490,2026-02-07 15:20:49.125568,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Понт,Не определен,0.1,"Комментарий 'Понт' слишком короткий и не содержит достаточной информации для точной классификации. Он не относится явно ни к одной из категорий, и его значение может варьироваться в зависимости от контекста, который отсутствует.",97
15491,2026-02-07 15:21:07.973319,8544236805,,омг,,-1002434063014,supergroup,Понт,Не определен,0.5,"Комментарий 'Понт' не содержит достаточной информации для точной классификации. Это слово может иметь разные значения в зависимости от контекста, но в данном случае оно не связано с конкретной категорией из предложенных. Отсутствие контекста и ключевых слов не позволяет уверенно отнести его к какой-либо категории.",97
15492,2026-02-07 15:21:19.040791,8544236805,,омг,,-1002434063014,supergroup,Определимо нет,Не определен,0.8,"Комментарий 'Определимо нет' не содержит конкретной информации, которая могла бы быть отнесена к одной из предложенных категорий. Он не упоминает ни офферы, ни UX, ни ивенты, ни другие аспекты игры. Это выражение неясности или неопределенности, поэтому классифицируется как 'Не определен'.",97
15493,2026-02-07 15:21:24.783665,8544236805,,омг,,-1002434063014,supergroup,Дуэль,"Ивенты, режимы",0.6,"Комментарий 'Дуэль' может относиться к игровому режиму, так как дуэли часто являются частью PvP или специальных режимов в играх. Однако, из-за отсутствия контекста и дополнительных деталей, уверенность в этом выборе невысока.",97
15494,2026-02-07 15:21:31.652212,6780660664,Yarikzombarik,Zomбarь,,-1002434063014,supergroup,Xo 8,Не определен,0.1,"Комментарий 'Xo 8' не содержит явных ключевых слов или контекста, которые могли бы указать на принадлежность к какой-либо из категорий. Это может быть случайный набор символов или неполное сообщение, поэтому его невозможно классифицировать с уверенностью.",97
15495,2026-02-07 15:21:39.831907,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Эээ,Не определен,0.7,"Комментарий 'Эээ' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из заданных категорий. Это междометие, которое может выражать сомнение, замешательство или паузу в речи, но без дополнительного контекста невозможно определить, к какой категории оно относится.",97
15496,2026-02-07 15:21:41.831086,8544236805,,омг,,-1002434063014,supergroup,ЛОЛ,Не определен,0.1,"Комментарий 'ЛОЛ' является слишком кратким и не содержит информации, которая могла бы быть отнесена к какой-либо из категорий. Это выражение обычно используется для обозначения смеха или удивления, но не дает конкретного контекста или содержания, связанного с игрой. Поэтому его невозможно точно классифицировать в рамках предложенных категорий.",97
15497,2026-02-07 15:21:48.905471,8544236805,,омг,,-1002434063014,supergroup,МУХХХХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХЕХХЕЕЕЕЕ,Не определен,0.7,"Комментарий состоит из повторяющихся букв и звуков, не содержащих осмысленного содержания или ключевых слов, которые могли бы быть отнесены к одной из категорий. Это может быть выражение эмоций или просто бессмысленный набор символов, поэтому классифицировать его в рамках предложенных категорий невозможно.",97
15498,2026-02-07 15:21:51.396282,6780660664,Yarikzombarik,Zomбarь,,-1002434063014,supergroup,Xo 8,Не определен,0.1,"Комментарий 'Xo 8' не содержит достаточной информации для точной классификации. Он не относится ни к одной из заданных категорий, так как не содержит ключевых слов или контекста, которые могли бы указать на конкретную тему. Это может быть случайный набор символов или внутриигровой сленг, не имеющий явного значения в контексте предоставленных категорий.",97
15499,2026-02-07 15:21:53.571748,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Дуэль,"Ивенты, режимы",0.6,"Комментарий 'Дуэль' может относиться к игровому режиму, так как дуэли часто являются частью PvP режимов или специальных событий. Однако, из-за отсутствия контекста и дополнительных деталей, уверенность в этом выборе невысока.",97
15500,2026-02-07 15:21:56.319268,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,ЧТО ЭТО,Не определен,0.5,"Комментарий 'ЧТО ЭТО' слишком краток и не содержит конкретной информации, которая позволила бы отнести его к какой-либо из категорий. Отсутствие контекста и ключевых слов делает невозможным точное определение категории.",97
15501,2026-02-07 15:22:07.619993,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,КАК В ЭТО ИГРАТЬ,"Общие вопросы, баги",0.85,"Комментарий 'КАК В ЭТО ИГРАТЬ' является общим вопросом, который не относится к конкретной категории, такой как офферы, UX или ивенты. Он скорее указывает на необходимость базовой информации или руководства по игре, что соответствует категории 'Общие вопросы, баги'. Уровень уверенности 0.85, так как вопрос явно не связан с техническими проблемами или багами, но относится к общим вопросам по игре.",97
15502,2026-02-07 15:22:21.049032,6631749337,,Костя,Рядинский,-1002434063014,supergroup,В тетради на уроке,Не определен,0.1,"Комментарий 'В тетради на уроке' не содержит информации, относящейся к какой-либо из категорий, связанных с мобильной игрой. Он не упоминает ни игровые элементы, ни проблемы, ни предложения, и не имеет явного контекста, связанного с игрой. Это делает его неясным и неподходящим для классификации в рамках предложенных категорий.",97
15503,2026-02-07 15:22:32.037992,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,"Пхазпза, ну там меньше мы делали",Не определен,0.3,"Комментарий 'Пхазпза, ну там меньше мы делали' не содержит конкретной информации или контекста, который позволил бы отнести его к одной из предложенных категорий. В нем отсутствуют ключевые слова или фразы, которые могли бы указать на связь с офферами, UX, ивентами, пилотами, модулями, кораблями или общими вопросами и багами. Из-за отсутствия ясности и контекста, комментарий классифицирован как 'Не определен' с низким уровнем уверенности.",97
15504,2026-02-07 15:22:36.970848,8544236805,,омг,,-1002434063014,supergroup,Дуэль,Не определен,0.3,"Комментарий 'Дуэль' слишком краток и не содержит достаточной информации для точной классификации. Он может относиться к игровым режимам, если подразумевается режим дуэли, но без дополнительного контекста это неясно. Поэтому, учитывая отсутствие конкретики, классификация невозможна.",97
15505,2026-02-07 15:22:39.178846,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,Так невозможно,Не определен,0.5,"Комментарий 'Так невозможно' слишком краток и не содержит конкретной информации, которая позволила бы отнести его к одной из категорий. Без дополнительного контекста невозможно определить, к чему именно он относится: это может быть связано с трудностью в игровом процессе, неудобством интерфейса, проблемами с покупками или другими аспектами игры. Поэтому классифицировать его в рамках предложенных категорий не представляется возможным.",97
15506,2026-02-07 15:23:15.638853,6631749337,,Костя,Рядинский,-1002434063014,supergroup,М,Не определен,0.1,"Комментарий 'М' слишком короткий и не содержит достаточной информации для точной классификации. Он не предоставляет контекста или ключевых слов, которые могли бы указать на конкретную категорию. В связи с этим, невозможно определить, к какой из семи категорий он относится.",97
15507,2026-02-07 15:23:21.106386,8544236805,,омг,,-1002434063014,supergroup,М+,Не определен,0.1,"Комментарий 'М+' слишком короткий и не содержит достаточной информации для точной классификации. Он не предоставляет контекста или ключевых слов, которые могли бы указать на конкретную категорию из предложенных. Без дополнительной информации невозможно определить, к какой из категорий он относится.",97
15508,2026-02-07 15:23:28.863483,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,А до скольки,Не определен,0.7,"Комментарий 'А до скольки' слишком краток и не содержит достаточной информации для точной классификации. Он не указывает на конкретную тему или категорию, связанную с игрой, и может относиться к любому аспекту, от времени проведения ивента до времени работы магазина. Из-за отсутствия контекста и конкретики, невозможно определить, к какой категории он относится.",97
15509,2026-02-07 15:23:45.287687,6631749337,,Костя,Рядинский,-1002434063014,supergroup,У меня было 79 и с одного выстрела убили...,"Общие вопросы, баги",0.7,"Комментарий 'У меня было 79 и с одного выстрела убили...' указывает на возможную проблему с балансом или багом, так как игрок выражает недовольство тем, что его персонаж или объект был уничтожен слишком быстро. Однако, без дополнительного контекста сложно определить, связано ли это с конкретной механикой игры или это просто общее замечание. Поэтому наиболее подходящей категорией является 'Общие вопросы, баги'.",97
15510,2026-02-07 15:24:02.338306,6631749337,,Костя,Рядинский,-1002434063014,supergroup,Лучше в рейт пойду дальше играть,Не определен,0.5,"Комментарий 'Лучше в рейт пойду дальше играть' не содержит конкретной информации, которая бы позволила отнести его к одной из предложенных категорий. Он не упоминает ни офферы, ни UX, ни ивенты, ни другие аспекты игры. Возможно, это выражение предпочтения в игровом процессе, но без дополнительных деталей это неясно.",97
15511,2026-02-07 15:24:18.838249,5347033989,Suoldd,Suoldd,,-1002434063014,supergroup,А как в это играть,"Общие вопросы, баги",0.8,"Комментарий 'А как в это играть' является общим вопросом, который не относится к конкретной категории, такой как офферы, UX, ивенты и т.д. Он скорее указывает на необходимость в базовой информации о механике игры или обучении, что подходит под категорию 'Общие вопросы, баги'. Уровень уверенности 0.8, так как вопрос может быть связан с начальным обучением или интерфейсом, но в целом он остается общим.",97
